City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,beinamar,8.6698,15.3813,24.76,30,24,2.24,TD,1732049133
287,alovera,40.5937,-3.2453,10.79,100,10,2.51,ES,1732049134
288,saint-philippe,-21.3585,55.7679,24.22,88,78,5.99,RE,1732049135
289,kloulklubed,7.0419,134.2556,28.52,78,60,8.31,PW,1732049136
290,thohoyandou,-22.9456,30.485,23.45,51,34,0.38,ZA,1732049137
291,sarkand,45.41,79.9186,3.69,59,0,3.9,KZ,1732049139
292,boiling springs,35.0465,-81.9818,16.67,85,100,3.6,US,1732048997
293,vranje,42.5514,21.9003,7.18,65,100,1.64,RS,1732049141
294,boundiali,9.5217,-6.4869,23.35,28,7,0.94,CI,1732049142
295,oliva,38.9197,-0.1194,19.91,61,0,1.79,ES,1732049143
296,kamennomostskiy,44.2983,40.1856,6.56,90,47,1.6,RU,1732049145
297,saint-denis,48.9167,2.3333,8.09,92,75,5.66,FR,1732049146
298,loen,7.7601,168.2307,28.88,71,83,4.61,MH,1732049147
299,whakatane,-37.9585,176.9854,19.73,70,42,1.79,NZ,1732049148
300,paraiso,9.8383,-83.8656,22.27,95,95,1.44,CR,1732049082
301,kimbe,-5.5502,150.1429,25.52,85,77,1.31,PG,1732049150
302,filadelfia,39.9523,-75.1638,16.42,44,75,3.09,US,1732049047
303,felege neway,6.3,36.8833,19.96,72,94,1.09,ET,1732049153
304,zapadnaya dvina,56.259,32.0745,1.51,82,100,4.19,RU,1732049154
305,tulun,54.5611,100.5792,0.66,97,100,4.48,RU,1732049155
306,tadine,-21.55,167.8833,24.0,56,52,4.98,NC,1732049156
307,canutama,-6.5339,-64.3831,34.09,46,100,0.51,BR,1732049157
308,hirara,24.8,125.2833,24.15,83,75,8.23,JP,1732049159
309,tzucacab,20.0667,-89.05,28.82,89,90,1.43,MX,1732049160
310,dryden,49.7833,-92.7503,5.16,93,100,6.69,CA,1732049161
311,kulhudhuffushi,6.6221,73.07,25.12,89,100,4.77,MV,1732049162
312,tamanrasset,22.785,5.5228,17.95,17,0,1.54,DZ,1732049163
313,holualoa,19.6228,-155.9522,25.91,76,20,3.6,US,1732049164
314,machico,32.7,-16.7667,21.51,82,20,3.09,PT,1732049165
315,san patricio,28.017,-97.5169,30.97,17,0,4.38,US,1732049167
316,madang,-5.2246,145.7966,24.84,88,84,0.65,PG,1732049168
317,boca suno,-0.7167,-77.1333,31.53,54,84,2.03,EC,1732049169
318,orleans,30.0335,-89.9501,27.22,74,82,2.68,US,1732049170
319,chubbuck,42.9208,-112.4661,2.3,49,40,6.17,US,1732049171
320,whangarei,-35.7317,174.3239,16.87,67,100,2.29,NZ,1732049173
321,ostersund,63.1792,14.6357,-6.33,94,100,2.57,SE,1732048982
322,tarfaya,27.9358,-12.9218,22.43,69,100,6.45,MA,1732049175
323,tabuk,17.4189,121.4443,22.21,95,98,1.0,PH,1732049176
324,alotau,-10.3069,150.4462,26.43,87,100,2.33,PG,1732049177
325,salahonda,2.1019,-78.7217,26.12,76,35,6.05,CO,1732049178
326,cuyo,10.8525,121.0086,28.38,79,37,11.12,PH,1732048954
327,kiunga,-6.1219,141.2906,23.46,96,61,0.37,PG,1732049181
328,lazaro cardenas,17.9583,-102.2,27.9,76,47,2.03,MX,1732049112
329,maintirano,-18.0667,44.0167,27.03,81,90,5.3,MG,1732049184
330,knyaze-volkonskoye,48.4642,135.4567,-11.81,66,15,3.12,RU,1732049185
331,codrington,-38.2667,141.9667,12.72,65,100,5.39,AU,1732049186
332,toliara,-23.35,43.6667,25.17,83,54,2.34,MG,1732049188
333,cabo san lucas,22.8909,-109.9124,24.17,53,0,3.09,MX,1732049189
334,lenti,46.624,16.5386,6.64,95,48,5.22,HU,1732049190
335,nova sintra,14.8667,-24.7167,25.91,80,5,6.59,CV,1732049191
336,dolinsk,47.35,142.8,-3.92,75,0,2.84,RU,1732049192
337,labuan,5.2767,115.2417,27.2,78,20,0.51,MY,1732049194
338,galeana,24.8333,-100.0667,21.42,34,3,1.69,MX,1732049195
339,champasak,14.75,106.0,21.06,91,58,0.34,LA,1732049196
340,isangel,-19.55,169.2667,24.78,68,25,4.41,VU,1732049197
341,magadan,59.5667,150.8,-8.93,92,100,3.65,RU,1732049198
342,leongatha,-38.4833,145.95,11.24,73,87,0.39,AU,1732049199
343,ballina,-28.8667,153.5667,20.51,76,100,5.4,AU,1732049201
344,newborough,52.6389,-0.2233,1.68,85,100,5.14,GB,1732049202
345,vilyuchinsk,52.9306,158.4028,-7.85,83,11,3.68,RU,1732049203
346,brasileia,-11.0161,-68.7481,30.25,70,75,1.54,BR,1732049204
347,nasir,15.5894,32.5634,25.67,21,38,7.98,SD,1732049205
348,tralee,52.2704,-9.7026,4.02,88,100,3.04,IE,1732049206
349,chui,-33.6971,-53.4616,17.39,71,100,3.59,UY,1732049208
350,taman',45.2117,36.7161,9.23,75,17,3.38,RU,1732049209
351,harstad,68.799,16.5293,0.64,74,100,15.2,NO,1732049210
352,haiku-pauwela,20.9219,-156.3051,27.01,70,20,8.23,US,1732049211
353,beloyarskiy,63.7119,66.6722,0.97,89,100,4.51,RU,1732049212
354,endicott,42.0984,-76.0494,11.67,63,100,2.06,US,1732049213
355,vadso,70.0744,29.7487,-4.91,86,40,6.17,NO,1732049105
356,corinto,37.9407,22.9573,12.72,84,22,1.49,GR,1732049216
357,roccella ionica,38.322,16.4009,18.04,77,84,5.1,IT,1732049217
358,kyabe,9.4515,18.9449,27.31,28,48,2.23,TD,1732049218
359,coahuayana de hidalgo,18.7,-103.6583,28.86,72,94,2.66,MX,1732049219
360,kita,13.0349,-9.4895,24.25,21,3,2.28,ML,1732049221
361,ribeira brava,32.65,-17.0667,21.51,70,72,3.55,PT,1732049222
362,sao vicente,-23.9631,-46.3919,26.66,32,75,1.54,BR,1732049223
363,illizi,26.4833,8.4667,21.49,20,15,3.97,DZ,1732049224
364,sinabang,2.4803,96.3801,25.93,86,100,2.98,ID,1732049226
365,smithfield,41.922,-71.5495,13.15,50,0,1.79,US,1732049227
366,flying fish cove,-10.4217,105.6791,26.82,94,75,1.03,CX,1732049228
367,el granada,37.5027,-122.4694,15.66,58,75,3.09,US,1732049086
368,daru,-9.0763,143.2092,27.26,81,17,4.64,PG,1732049230
369,san pedro pochutla,15.7333,-96.4667,31.51,63,79,3.66,MX,1732049232
370,narok,-1.0783,35.8601,15.89,82,47,1.34,KE,1732049233
371,mbandjok,4.45,11.9,22.38,67,51,0.78,CM,1732049234
372,sitia,35.2,26.0986,16.45,74,5,0.15,GR,1732049191
373,nasirabad,26.3,74.7333,16.41,32,0,2.73,IN,1732049236
374,santa cruz,-17.8,-63.1667,25.7,78,75,3.09,BO,1732048980
375,kitahama,35.1667,135.9167,8.75,79,78,0.45,JP,1732049239
376,roberval,48.5168,-72.2324,4.35,81,75,4.12,CA,1732049240
377,safotu,-13.4513,-172.4018,27.57,87,72,10.73,WS,1732049241
378,seydi,39.4816,62.9137,9.02,64,100,3.31,TM,1732049242
379,kourou,5.1552,-52.6478,26.78,83,6,3.92,GF,1732049244
380,saurimo,-9.6608,20.3916,19.42,95,100,0.49,AO,1732049245
381,sur,22.5667,59.5289,25.44,57,0,1.93,OM,1732049246
382,tual,-5.6667,132.75,28.66,75,92,4.53,ID,1732049247
383,boulsa,12.6675,-0.5758,24.64,17,10,4.25,BF,1732049248
384,zinjibar,13.1287,45.3807,26.24,70,94,3.12,YE,1732049250
385,sao jose da coroa grande,-8.8978,-35.1478,25.89,77,3,5.22,BR,1732049251
386,genhe,50.7833,121.5167,-17.63,100,77,0.95,CN,1732049252
387,solnechnyy,50.7214,136.6319,-9.12,72,12,1.87,RU,1732049253
388,rabak,13.1809,32.74,26.42,21,3,7.41,SD,1732049254
389,fang,19.9169,99.2145,17.81,96,3,0.45,TH,1732049255
390,harper,4.375,-7.7169,25.86,82,76,2.69,LR,1732049257
391,merizo village,13.2658,144.6691,27.31,88,34,6.65,GU,1732049258
392,motygino,58.1831,94.7592,-1.6,95,100,3.63,RU,1732049259
393,hasaki,35.7333,140.8333,12.55,59,100,4.51,JP,1732049260
394,guane,22.2025,-84.0875,27.54,67,99,4.88,CU,1732049262
395,berezovyy,51.6667,135.7,-9.32,70,100,2.61,RU,1732049264
396,ghanzi,-21.5667,21.7833,26.84,39,99,3.2,BW,1732049266
397,zhangjiakou,40.81,114.8794,1.12,60,0,1.65,CN,1732049267
398,khandyga,62.6667,135.6,-26.57,92,98,0.83,RU,1732049268
399,nemuro,43.3236,145.575,0.42,65,3,1.45,JP,1732049269
400,biryulevo zapadnoye,55.6,37.6333,1.73,69,100,4.43,RU,1732049271
401,vorkuta,67.5,64.0,-15.15,97,100,3.23,RU,1732049272
402,abu jibeha,11.4562,31.2285,25.03,26,3,4.42,SD,1732049273
403,pirae,-17.5167,-149.5333,28.01,69,0,5.14,PF,1732049274
404,lozuvatka,48.0571,33.2858,4.32,69,48,3.48,UA,1732049275
405,mishelevka,52.8575,103.1719,-4.44,86,100,1.38,RU,1732049277
406,nouadhibou,20.931,-17.0347,23.99,64,100,3.09,MR,1732049278
407,tooele,40.5308,-112.2983,3.81,42,0,3.6,US,1732049279
408,bamboo flat,11.7,92.7167,28.05,78,40,2.06,IN,1732049280
409,ola,59.5833,151.2833,-9.68,92,100,3.59,RU,1732049281
410,alvaraes,-3.2208,-64.8042,32.93,46,100,1.92,BR,1732049282
411,uzgen,40.7699,73.3007,7.12,50,100,1.97,KG,1732049284
412,vernon,50.2581,-119.2691,1.74,73,94,1.03,CA,1732049081
413,stephenville,32.2207,-98.2023,24.07,28,0,4.63,US,1732049286
414,serhiyivka,46.0272,30.3768,11.5,76,99,6.91,UA,1732049287
415,alofi,-19.0595,-169.9187,26.94,78,75,5.14,NU,1732049288
416,choszczno,53.169,15.4205,6.19,95,100,7.07,PL,1732049290
417,portland,45.5234,-122.6762,7.53,93,100,7.72,US,1732049291
418,tyup,42.7276,78.3648,-1.94,71,100,2.64,KG,1732049292
419,worland,44.0169,-107.9554,2.16,51,0,4.02,US,1732049293
420,puerto baquerizo moreno,-0.9,-89.6,26.55,54,40,5.14,EC,1732049226
421,valparaiso,-33.0393,-71.6273,20.26,48,0,5.14,CL,1732049029
422,sibiti,-3.6819,13.3499,21.21,97,88,0.89,CG,1732049297
423,mogocha,53.7333,119.7667,-19.27,99,35,1.32,RU,1732049298
424,usogorsk,63.4106,48.6872,-0.96,95,100,4.25,RU,1732049299
425,askoy,60.4092,5.226,-1.81,100,0,1.54,NO,1732049300
426,arteche,12.2645,125.4048,25.85,89,94,3.98,PH,1732049302
427,mitsamiouli,-11.3847,43.2844,26.7,76,70,2.48,KM,1732049303
428,chimbote,-9.0853,-78.5783,20.76,72,53,4.33,PE,1732049304
429,estevan,49.1334,-102.9842,-3.77,93,100,11.32,CA,1732049306
430,promyshlennovskiy,55.4833,86.2,-4.57,95,88,2.07,RU,1732049307
431,zaozersk,69.4005,32.4476,-2.75,91,99,7.68,RU,1732049308
432,as sulayyil,20.4607,45.5779,20.98,25,0,2.6,SA,1732049309
433,copiapo,-27.3667,-70.3333,24.04,34,1,3.69,CL,1732049310
434,champerico,14.3,-91.9167,26.09,88,100,4.62,GT,1732049312
435,belozersk,60.0326,37.7957,0.96,91,100,4.13,RU,1732049313
436,aras-asan,8.8908,126.3033,25.78,86,99,2.5,PH,1732049314
437,lubny,50.0163,32.9969,0.87,83,42,4.64,UA,1732049316
438,timimoun,29.2639,0.231,24.21,27,0,1.54,DZ,1732049317
439,namibe,-15.1961,12.1522,22.86,76,83,5.44,AO,1732049318
440,ovalle,-30.5983,-71.2003,25.55,24,1,5.28,CL,1732049240
441,khmilnyk,49.5598,27.9575,5.67,56,100,6.96,UA,1732049321
442,jiagedaqi,50.4167,124.1167,-12.95,95,97,1.8,CN,1732049322
443,kuala tungkal,-0.8167,103.4667,24.32,94,100,1.9,ID,1732049323
444,banyo,6.75,11.8167,21.3,47,21,1.33,CM,1732049324
445,tadmur,34.5608,38.2805,13.29,70,39,0.84,SY,1732049039
446,amarkantak,22.6667,81.75,11.08,68,0,1.77,IN,1732049327
447,ciudad del carmen,18.6333,-91.8333,29.66,75,100,1.97,MX,1732049328
448,jiazi,22.8779,116.067,18.78,81,100,5.27,CN,1732049329
449,pisco,-13.7,-76.2167,22.03,64,0,4.12,PE,1732049330
450,liberia,6.5,-9.5,24.19,86,64,1.08,LR,1732049332
451,razampeta,14.1833,79.1667,20.65,92,5,1.04,IN,1732049333
452,llerena,38.2354,-6.0739,11.35,86,0,2.41,ES,1732049334
453,mahina,-17.5065,-149.489,27.87,69,0,5.14,PF,1732049335
454,barcelos,41.5388,-8.6151,12.8,87,81,1.45,PT,1732049336
455,la passe,45.5549,-0.8967,15.25,86,100,15.29,FR,1732049338
456,tamiami,25.7587,-80.3984,27.79,60,75,4.63,US,1732049310
457,cabedelo,-6.9811,-34.8339,28.37,78,35,5.01,BR,1732049340
458,mil'kovo,55.6078,37.7956,1.28,63,100,4.43,RU,1732049341
459,susuman,62.7833,148.1667,-31.49,100,98,0.27,RU,1732049342
460,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-4.95,72,16,5.51,RU,1732049345
461,palanga,55.9175,21.0686,2.01,87,40,4.63,LT,1732049346
462,carutapera,-1.195,-46.02,27.12,73,12,3.38,BR,1732049347
463,massakory,12.996,15.7293,25.23,17,6,6.1,TD,1732049348
464,mirpur khas,25.5251,69.0159,22.38,23,0,2.95,PK,1732049350
465,valencia de alcantara,39.4115,-7.2444,12.33,89,2,2.08,ES,1732049351
466,cockburn town,21.4612,-71.1419,26.04,61,97,5.41,TC,1732049094
467,mantua,45.1667,10.7833,7.97,98,100,0.45,IT,1732049353
468,loukhi,66.0764,33.0381,-7.54,97,68,1.51,RU,1732049354
469,verkh-chebula,56.0308,87.6218,-2.88,76,100,5.78,RU,1732049355
470,hobyo,5.3505,48.5268,26.1,77,99,5.4,SO,1732049357
471,lakatoro,-16.0999,167.4164,26.89,77,41,6.22,VU,1732049358
472,kaman,27.65,77.2667,16.07,34,0,1.49,IN,1732049359
473,saint-valery-en-caux,49.8667,0.7333,6.9,81,99,8.88,FR,1732049360
474,phan rang-thap cham,11.5667,108.9833,23.64,88,100,2.51,VN,1732049361
475,meybod,32.2501,54.0166,16.96,36,78,1.74,IR,1732049364
476,camabatela,-8.1881,15.375,17.76,98,100,0.79,AO,1732049365
477,santa rosa,14.3122,121.1114,27.75,85,94,4.56,PH,1732049138
478,vila velha,-20.3297,-40.2925,26.97,85,40,6.69,BR,1732049109
479,emerald,-23.5333,148.1667,21.3,89,100,5.49,AU,1732049369
480,kaoma,-14.7833,24.8,19.55,83,33,1.61,ZM,1732049370
481,mezokovesd,47.8167,20.5833,7.99,76,100,2.87,HU,1732049371
482,fuglafjordur,62.244,-6.814,1.1,58,100,13.28,FO,1732049374
483,eusebio ayala,-25.4,-56.9667,34.64,36,84,4.02,PY,1732049375
484,ephrata,40.1798,-76.1788,15.55,53,0,0.0,US,1732049376
485,lypova dolyna,50.5643,33.7979,-0.14,81,73,4.38,UA,1732049377
486,kill devil hills,36.0307,-75.676,19.43,62,0,3.09,US,1732049107
487,san ignacio,17.1561,-89.0714,32.08,70,0,3.09,BZ,1732049380
488,broken hill,-31.95,141.4333,18.68,24,0,6.33,AU,1732049381
489,batarasa,8.6617,117.6222,25.47,92,100,4.33,PH,1732049382
490,kavieng,-2.5744,150.7967,28.12,73,90,1.27,PG,1732049383
491,mumford,5.2618,-0.759,26.98,79,56,2.75,GH,1732049385
492,midvagur,62.0511,-7.1939,0.46,55,75,11.83,FO,1732049386
493,aripuana,-9.1667,-60.6333,27.82,72,89,1.84,BR,1732049387
494,ballenstedt,51.7167,11.2333,1.21,87,100,6.33,DE,1732049388
495,maraba,-5.3686,-49.1178,30.1,66,0,2.57,BR,1732049389
496,hampton bays,40.869,-72.5176,14.36,52,33,1.79,US,1732049390
497,kzyltu,53.6364,72.3414,-9.01,87,18,1.64,KZ,1732049392
498,la foa,-21.7108,165.8276,23.89,59,86,1.38,NC,1732049394
499,sambava,-14.2667,50.1667,23.03,82,12,4.76,MG,1732049395
500,belyy yar,53.6039,91.3903,-2.06,69,0,2.0,RU,1732049396
501,rabo de peixe,37.8,-25.5833,17.77,99,20,2.57,PT,1732049256
502,bardai,11.65,7.2333,20.89,24,91,4.12,NG,1732049399
503,mukher,18.7,77.3667,16.4,62,23,0.55,IN,1732049400
504,san luis,-33.295,-66.3356,23.37,47,92,4.2,AR,1732049401
505,tommot,58.9564,126.2925,-5.94,95,100,3.04,RU,1732049402
506,salinas,36.6777,-121.6555,16.57,46,0,2.57,US,1732049381
507,purpe,64.4803,76.6897,0.45,98,100,7.79,RU,1732049405
508,albertina,-22.2008,-46.6158,24.4,60,72,0.97,BR,1732049406
509,simrishamn,55.5565,14.3504,4.01,96,100,7.26,SE,1732049407
510,shindand,33.3029,62.1474,15.95,32,95,2.39,AF,1732049408
511,gamba,-2.65,10.0,25.11,90,100,2.11,GA,1732049410
512,tondano,1.3038,124.9112,21.05,98,55,0.57,ID,1732049411
513,newman,37.3138,-121.0208,13.91,46,75,1.79,US,1732049412
514,nabire,-3.3667,135.4833,24.37,93,100,0.93,ID,1732049413
515,sechura,-5.5569,-80.8222,24.5,56,50,7.38,PE,1732049414
516,tokombere,11.2271,13.4858,21.71,27,8,1.98,NG,1732049416
517,northam,51.0333,-4.2167,4.78,83,61,3.36,GB,1732049417
518,soufriere,13.8562,-61.0566,29.78,100,20,5.14,LC,1732049418
519,bengkulu,-3.8004,102.2655,24.69,90,100,1.39,ID,1732049419
520,brookings,44.3114,-96.7984,5.66,77,100,9.26,US,1732049420
521,darzab,35.9774,65.3783,13.85,40,100,1.7,AF,1732049422
522,alo,6.5486,4.2686,26.72,84,100,1.36,NG,1732049423
523,tafuna,-14.3358,-170.72,28.97,84,75,6.69,AS,1732049424
524,mo i rana,66.3128,14.1428,-5.38,89,0,0.0,NO,1732049426
525,al bardiyah,31.7561,25.0865,18.11,80,23,3.96,LY,1732049427
526,fort st. john,56.2499,-120.8529,-16.06,78,100,6.69,CA,1732049428
527,boguchany,58.3814,97.4531,-1.54,97,100,2.33,RU,1732049315
528,cukurca,37.2481,43.6136,6.5,78,82,0.46,TR,1732049430
529,kusa,55.3383,59.4406,0.38,88,100,1.45,RU,1732049432
530,cantley,53.5,-1.05,1.66,76,72,0.89,GB,1732049433
531,kamensk-ural'skiy,56.4185,61.9329,-1.35,91,88,3.24,RU,1732049434
532,acarau,-2.8856,-40.12,26.72,78,31,6.9,BR,1732049435
533,kondrovo,54.8064,35.9278,1.86,83,100,4.01,RU,1732049436
534,koubia,11.5833,-11.9,21.14,38,33,0.56,GN,1732049438
535,namdrik,5.5994,168.1028,28.58,71,100,4.76,MH,1732049439
536,muisne,0.6,-80.0333,25.09,76,94,4.12,EC,1732049440
537,lensk,60.7253,114.9278,-5.86,93,100,2.64,RU,1732049441
538,tsiombe,-25.3,45.4833,24.47,74,100,2.91,MG,1732049442
539,boa vista,2.8197,-60.6733,33.99,46,75,2.57,BR,1732049443
540,nykarleby,63.5228,22.5307,-1.37,94,100,1.67,FI,1732049445
541,cambria,35.5641,-121.0808,14.47,53,48,4.02,US,1732049446
542,severnoye,56.3491,78.3619,-7.63,91,55,3.36,RU,1732049447
543,palmer,42.1584,-72.3287,13.31,41,2,1.19,US,1732049448
544,sudak,44.85,34.9667,8.32,77,46,1.35,UA,1732049370
545,san antonio de pale,-1.4014,5.6325,25.65,83,100,4.26,GQ,1732049450
546,pucallpa,-8.3791,-74.5539,31.02,66,40,1.03,PE,1732049452
547,shaoxing,30.011,120.5715,11.97,73,100,1.37,CN,1732049453
548,wuwei,37.9281,102.6414,0.98,60,5,0.43,CN,1732049340
549,northallerton,54.339,-1.4324,0.95,73,0,7.2,GB,1732049160
550,kralendijk,12.15,-68.2667,30.99,62,20,4.12,BQ,1732049456
551,novo aripuana,-5.1206,-60.3797,32.77,48,85,1.43,BR,1732049458
552,ponta delgada,37.7333,-25.6667,18.44,77,20,2.57,PT,1732049355
553,hutchinson island south,27.2995,-80.2205,26.71,65,75,5.14,US,1732049460
554,thirsk,54.233,-1.3441,-0.06,74,20,4.12,GB,1732049461
555,minas de marcona,-15.2119,-75.1103,18.5,59,64,6.52,PE,1732049463
556,abocho,7.5677,6.9863,25.11,36,99,0.6,NG,1732049464
557,saint-pierre,-21.3393,55.4781,23.82,94,100,9.26,RE,1732049465
558,chambarak,40.5966,45.355,2.5,80,79,1.46,AM,1732049466
559,pokhara,28.2333,83.9833,12.85,61,1,2.37,NP,1732049467
560,yeppoon,-23.1333,150.7333,24.27,77,100,7.33,AU,1732049468
561,covington,39.0837,-84.5086,20.04,87,100,5.14,US,1732049470
562,dano,11.15,-3.0667,25.77,22,34,2.82,BF,1732049471
563,palu,-0.8917,119.8707,24.13,97,100,1.5,ID,1732049472
564,lompoc,34.6391,-120.4579,20.07,32,0,3.09,US,1732049473
565,sungai penuh,-2.0833,101.3833,19.1,95,98,1.58,ID,1732049474
566,shahpur,16.7,76.8333,18.14,63,5,2.3,IN,1732049477
567,as salamiyah,35.0113,37.0532,13.3,81,7,2.65,SY,1732049478
568,dalandzadgad,43.5708,104.425,-2.09,34,12,2.39,MN,1732049479
569,bulolo,-7.2,146.65,22.42,93,94,0.84,PG,1732049480
570,vila franca do campo,37.7167,-25.4333,18.27,99,31,3.14,PT,1732049482
571,sukhinichi,54.0999,35.3425,0.47,91,98,4.02,RU,1732049483
572,swan hill,-35.3378,143.5544,13.55,57,4,4.16,AU,1732049484
573,saudarkrokur,65.7461,-19.6394,-4.55,75,100,6.94,IS,1732049485
574,warrnambool,-38.3833,142.4833,12.76,67,100,4.99,AU,1732049486
